,Sub0,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,Sub7,Sub8,Sub9,Sub10,Sub11,Sub12,Sub13,Sub14,Sub15,Sub16,Sub17,Sub18,Sub19
Tri414,2786.4014882198608,2318.337890042855,4255.099835747833,5066.055773726852,1052.3847039032569,3708.9611626568417,2163.3486963520886,3937.3048914618016,4565.183923114335,5236.692693621657,2874.993247478513,6775.398565680883,77.1346257232296,4463.670058464278,3246.1485429261925,5068.408112667262,1972.6029849221816,4436.531087102211,2726.209002392357,3892.774336226456
Tri415,4021.1275267442634,1262.0133658368268,2611.3076930753587,3465.499951033815,3186.204619901799,5704.0701608117015,1629.074486521264,5220.040543766939,1401.7432067554776,5834.046602895966,1135.4117528953416,2593.7708403126635,1617.8934664850963,3765.378398074055,4929.053591610158,2942.2075749259457,2729.1841085968586,1300.6910885640118,4870.241178520153,1881.9610273878147
Tri416,6337.698746364255,1064.9762527081298,49.44824064218467,6508.8456377227185,3151.6637960764297,5645.032007888642,7770.867244696128,2769.1518395943353,2591.1920746251044,6594.986839198967,2791.6216534963196,4368.691063685891,1437.775361555571,2186.367138475681,3985.719411159349,4197.885248931189,1669.6055979128466,2939.1058687207806,1989.8352065279682,10325.886133599335
Tri417,2273.572269627743,2778.389080445586,1241.9234936721755,2672.7390943903124,1258.6469544993686,6219.664732465175,1092.0270960035575,5289.26153946157,2879.446557794542,6600.535319587568,1801.7897921751883,3911.2208261155756,1916.6347777456285,1406.046067354344,6836.850339262461,5917.038644772667,1305.4894397363378,1115.3066090266482,2761.230241345972,7549.055029246439
Tri418,5710.806917706842,1483.6180580518562,1244.9421404649495,1500.1863975475048,3871.7262156004313,3100.1170210102964,1682.14011835191,1187.972792145421,3614.581906063453,7407.039767142953,2105.139459044513,7500.365782360386,365.10479489792937,2884.133538336332,3970.6375887324925,5236.575762255937,3635.646211675354,265.44707519986065,1163.3646197911553,5512.23985146145
Tri419,2248.720888999078,3720.0880336415607,1016.8551983130541,3018.2487014045273,2473.419647205754,4251.201195046656,2068.9522057093895,3776.670949298322,1787.5786995109056,3023.1492065060183,1389.4056282488739,7514.4695290997415,4244.110455038119,1634.247593669428,2614.8370875907694,3791.29847725531,2009.4297620598436,3606.9218953837726,1328.640213952367,2038.0895222248535
Tri420,5916.173160839971,2082.8425614293396,2869.3862353528175,2512.223143129657,1524.2592957624445,4514.183784837197,1735.4875619916647,4019.7570382228278,38.11925839815655,4465.955171155397,2497.1643895345865,1361.4658949363495,949.5885052515753,1368.809637421514,4790.278035063032,1200.6278564118325,2051.087476438467,2305.2695731392446,335.36566900348964,5848.862272827294
Tri421,4642.196088196448,1052.2328622151235,2595.6811336107767,7419.479039387934,1577.0249222525208,8891.480104024477,6935.225200590626,2743.2991033152275,1958.4192297985528,4156.489400739645,3577.6988197920004,2802.1863413850856,718.3419785498677,2518.857231266283,2474.524584808261,5780.894515096048,1411.0065790064762,3793.030679041704,3029.9697250731283,2854.8503403020272
Tri422,6077.577400919927,1761.4688673000503,2746.932630374051,7013.976242557655,224.6308718277533,3524.8156285411105,3303.775018453126,3722.775745680421,582.8077203890407,6076.910293907173,4180.329033673684,3763.9320586547847,3976.384532384214,837.337225944361,5653.723946440522,4281.63433221657,1282.9622947617988,3922.4886805865885,2699.718033822208,3109.1471340423823
Tri423,4901.216946140841,3427.965262836801,3256.360521802471,2149.131239699287,2054.742855431675,7369.23014044515,2902.957138558562,1215.7796354532989,1746.1080347513735,1068.0242929030048,1595.3260014993218,5083.867238649659,1178.8560975209728,1889.7576864648752,4672.911619284721,6968.41579595683,4018.2375383359554,3076.9893176763503,1194.1051882299473,3869.814652146622
Tri424,5452.905354080365,1501.8522542541375,1446.1312350541236,3265.8294345599224,2462.844462343351,5136.603807376226,2179.8669520905387,2440.6627684351647,1878.7331522039547,5041.839112702702,4237.077469911522,4882.883663435822,3331.3210261156987,1480.9050633950692,3894.1305621114125,8520.22101220166,3648.4795903699937,2997.2510213342803,2810.0738743814354,4354.359348258322
Tri425,6046.081753377291,416.75006162973114,3641.2204751484323,4698.1081782159845,1574.6395373253126,3059.4935153022125,4730.914010734496,4561.5105702507835,2960.3643940064376,3435.666680499561,2364.512755952042,9999.814715759716,2385.005248533062,3625.287235304493,6852.614262158219,7265.832232151815,2409.8137189043205,1598.630028025067,2506.757129287119,2307.4648239409307
Tri426,1743.7287980819626,4498.345523954662,1808.7701848580098,6120.925602106893,317.3377007875403,8016.913194887723,1433.5128997361135,3867.101878130155,3871.380331914706,4263.640761936517,2772.209451819419,2984.3291147351247,2071.677913964998,2781.1279524840415,5285.670483589741,1464.0386045236849,3644.6297147211817,2829.0633904666743,1371.2730738406344,3542.1059174850984
Tri427,4678.399919923379,3986.7781663165,3349.868609691373,2130.720242413632,2749.311941644157,2708.5883188407765,3217.827398119303,1012.0175688711113,205.77173067463582,4639.033215029798,4049.4154563597845,5515.309490517036,2842.562675493756,4162.542540243033,3276.966607052237,3238.0244947208244,1025.4146290304948,1646.4697648675717,2348.9245254977113,4555.647631832675
Tri428,4564.240497499645,2596.706159391485,3784.2807934104335,3407.5561260096547,2690.915178806279,5168.547075822871,2043.2137845490788,6876.972096566231,2818.945924925299,5363.960122630351,3317.4798058182005,3338.382558178049,4545.5521753643,2319.2824562530586,4833.13631101491,3996.664143852746,1966.1687399414438,2628.480643291205,2347.8044735629364,8876.367356951409
Tri429,5973.518096652357,1659.386252427292,2953.809099799123,3589.438691797068,2616.0782379554553,4477.862223930728,3445.595723937434,712.1157284709258,1774.5491846700413,7164.399880988621,3819.05008157685,27.572762030169784,6251.4074344847195,3428.3640315702633,4335.388877083225,3126.13221175098,2969.2192562575947,3907.7482998215637,1214.3485817796202,3635.0703845459175
Tri430,5249.310409977749,596.5253013178764,2634.092070369931,5742.260813585374,3572.6173749312065,4687.025229897102,3664.9143785298807,5418.873676689147,248.32794388783063,3633.6227664113558,6287.833569747696,6594.760207793243,756.943035538877,543.5632232071681,1787.842604217792,4392.749262016746,1640.3392911931412,2859.6172920696013,810.3801186214625,6790.860166294482
Tri431,2344.1325948493827,4919.576300364425,4803.506016975005,4348.32484497077,3270.0410570858958,7599.609910708267,1531.200850877601,2158.2797761391425,4155.333764804873,6970.409026984277,2276.3567441402465,7515.069197499819,284.98224739162794,1089.8411217424825,4405.529726337588,6674.181409762347,81.45240579797608,574.3064181966901,464.6360402402754,4675.189497642914
Tri432,1676.9008437124824,630.4038309104625,1166.1858244225652,2788.1962511195875,1184.078928099404,6801.6567237868485,1016.9614107866554,3898.296095563969,1682.3758674575529,2305.50907266673,1493.067096565108,3261.491907418372,2253.8498539758225,4555.510055450794,7567.896632993637,1731.727617558423,1617.828705676484,3528.299800146913,3895.153406422625,6464.121606347558
Tri433,1518.3225119731953,2725.9503416758007,157.45892664127703,3411.9447853013394,1023.8775998967174,1941.5012832194873,4520.175755045001,3331.034963043567,454.1573145087756,2337.780245577294,1786.9496857896322,941.6363690775775,1328.3542553905875,3793.619172540389,2512.785391340705,4811.986051289827,2087.296260233942,3193.9569721174003,2520.5921514960205,3977.332572481444
Tri434,5410.778847117149,2654.9935991080547,2629.822348650686,3180.477139970172,2355.2947059600674,4406.480780722499,578.2123532132822,3384.09122073063,1134.9889639696578,6643.499813001212,4094.7010678929637,6343.219448191152,1135.1681162154784,2993.438330517686,4048.9164853332945,2666.175933742166,1037.0137067810058,2807.115245445846,3778.259563816323,4507.975363694597
Tri435,1285.962716679073,1354.267385250402,3642.2880467541663,4971.099577388482,2783.5736933316794,4217.3324667891175,4046.0280650097006,2091.8652069201967,1662.7290568872825,3309.6993095898965,1587.7312632905275,5580.778882664035,1764.2046713928617,3689.3089268158683,1106.3462547931763,2555.7541967564985,3469.725840212495,,2796.2324086686053,6850.530608626788
Tri436,2642.279393441559,3450.309676403833,3191.743044782834,4269.571084002303,1601.633090816378,2639.978617453602,1598.7026544646,1740.183877545459,1490.0037466180183,3598.030132444689,9568.572423508887,3443.485829383681,2919.686021877275,1194.6221753054442,5335.201030068572,2871.0301257059677,2556.3559058032274,,1930.9475319801215,3264.0349265562327
Tri437,3745.952975873068,3807.4009629485386,493.229352286649,4908.17787706805,2543.251106961974,4079.146247898613,1413.3664894982044,3243.8828525965123,145.06935703587487,5072.152839279773,2029.8371081965927,4505.918481015934,2209.8780291154235,5728.953130553978,1885.0116432729735,2830.5509652776655,1294.6432141912355,,1254.7209091941825,6804.71112384441
Tri438,3323.557775000181,2840.2918373976095,438.5694166918783,3549.4704404498216,2519.761294128668,381.40698098263215,5539.856124016983,1845.6761843091508,3811.7366769786195,3485.191313606298,2349.1003477874697,7350.574814714555,1889.4782632601887,220.19617979162675,4897.024863629959,8862.778605457126,5669.146482503795,,1100.5979762351396,2744.522365917431
Tri439,2925.974207219643,2769.23721481426,1610.6377157055842,3403.8936121917836,3481.9732222803127,2131.466013328755,2062.989134112565,1493.3352001645064,637.5351944445446,3462.788570659273,7506.081112654801,4549.121667590974,2091.735969526045,3878.678458424382,4665.584120736379,3448.5017580940676,1850.1733735938894,,2060.056755737803,1950.1948499031232
Tri440,5106.320618295858,1413.3777890725914,4062.724006535836,8691.04046064807,1331.4741247576405,6823.268247714629,6778.279846381926,7643.476410910451,1146.0985161176577,2224.859900233468,1504.6732337404983,6338.877951726681,3619.701863322911,2714.887973959933,6383.946669354941,1435.7722185536188,5548.979700870565,,3054.8517450649747,8443.105504959465
Tri441,2779.193906088839,2208.254025137479,3827.8639475419477,2777.231723096401,234.13593153002554,4723.272027370437,2780.4248947471915,5894.358238507522,2023.4470281542638,5738.366033388084,5515.02118290799,2969.0572674831233,4801.557087041935,1380.113210089231,617.4519723805029,7293.868249486088,1720.9054011793228,,5944.030490574028,3251.252642807694
Tri442,7704.432976013814,3837.613648824244,2520.663416272412,3125.3453795055675,2181.52910149287,2437.272332663372,2142.52302056291,5335.252067709751,4098.778253498114,8761.869771666476,3309.3701833416694,4639.67363140039,3098.932526053517,2382.214157381582,3092.6175762782564,3690.6975001677943,1010.6695915333046,,3188.611264678623,5676.7780688693765
Tri443,3195.2907241908188,3572.741724609611,3949.710462216929,4671.189392752107,2325.352869895874,5046.613087558654,2310.844397143751,2642.2563866075766,1950.9946895425871,4267.490570996598,4329.091845027445,3422.6065678232617,2799.919885991229,1484.1159176589285,8243.852246837549,3247.4770949915955,2410.9243017510385,,2903.0309541253623,3819.348035630155
Tri444,5795.613018015249,2158.1030837041867,2815.8646739472592,745.4192440677896,3161.5969500065853,2832.7393942446693,1370.0673122743483,3977.7538214099004,414.1524479541322,4820.5353004832805,3459.4145289869957,4748.681494172065,2476.9311798301765,2299.827883007489,10653.750764180308,6096.133679938746,519.3227726761609,,1927.14502778529,3115.617763145039
Tri445,3516.4145080668604,66.7882649378343,1538.3627645038982,4601.825930488119,1817.7826613467557,3488.540785774988,2904.5863679064128,2016.4981866213423,3085.1088490871653,8852.962067511644,1396.746613786515,6600.3452760062,3828.1808998315005,2156.846030711111,6610.585342933829,1692.3244799098654,3468.9379192432384,,1673.4696653484177,3564.291266585866
Tri446,5990.811249140432,1689.1828765630285,3577.6152011579093,376.12737191488685,4279.915199680776,7664.943775612113,1462.8700427694907,3203.33081498124,1094.4760236015054,3920.0138949484904,2110.9955271065264,3392.316972610799,2677.189293325974,753.0371397895127,2245.3127216328203,3546.7802982220505,3328.1596695051103,,1751.0957968455004,3224.0659387077717
Tri447,3520.3737641758576,4314.940924037254,1488.6005939316092,1910.8753703889333,2370.5992478990524,4405.616548865081,170.09432686523206,3697.480157261727,1071.547439964709,4195.925364056169,873.6149704484429,8577.073414526427,1744.6170147585713,885.6514843669379,3393.2567966988545,4851.962576580784,1131.8343793325046,,1117.5286515228975,5992.884690883281
Tri448,18.426108590691157,5126.508252169386,1196.1747504961186,2206.5353552150127,1639.9344797642204,1052.945408531558,2509.9289016983394,2602.726877881317,569.6163884647021,7334.207153943759,3448.686908915568,4441.2184204993055,4303.662852063457,1295.206498907324,4697.704612672262,9945.59303482879,484.5297233140274,,2417.4415163322165,7744.42243151925
Tri449,2181.6363787681053,2906.8084806250968,2424.8181903089294,3136.4960913919854,4729.236600938237,887.8465337087562,2857.996212434874,4527.675576526368,915.1587919607337,2231.7208476997966,3993.486254523055,1611.1185343785696,3349.334396532023,1416.450295288916,3828.9939166352365,4767.057567084352,2298.3847604351017,,2559.4483847423035,3960.1451967088456
Tri450,3198.8785302043384,1919.9154539884194,3947.144430585094,5354.109129296164,795.4674601085381,5452.050935655681,2267.7350543529474,3502.2528669200583,2101.834482660846,4212.439333595859,2272.1788828024587,1780.23505611497,862.8576042692398,9136.326297973039,6348.540202376049,5697.057969279331,2164.639945681719,5000.890996029985,1606.5035931399334,5997.839766431236
Tri451,2145.111642221598,3760.86670126572,2129.0943075449904,1038.2931754791878,5431.868663495032,4250.426741808763,4194.946972335288,4912.0196024354245,2057.4584451599794,4621.095563847675,4374.012533543951,1749.6947954393024,4156.82373933794,3274.620153976371,3730.6028403250175,3649.0960025319596,2993.929618690736,3365.499302791826,3056.1027856610367,3461.37621821589
Tri452,2056.585823109198,2409.873487315255,1157.1681475067205,6746.7814500780805,1908.4276795530427,4892.831415472407,2423.266118275021,3757.881427556234,446.5129816910006,2502.098570442448,6505.115187493636,5661.582503594573,3864.158703120607,1834.4349682067987,4042.214150177536,6583.369593629978,1971.6712341377543,1746.1714205751196,1660.6761852606119,3523.612311057649
Tri453,2341.248924581646,881.7886981182085,3963.115257015786,6271.002450751738,1947.69693897829,4571.009563160757,2368.5093570846957,5215.715930287684,183.72530596400384,5532.34398311251,6260.929246087411,4214.737819426679,596.7198893533681,1847.595912109192,5492.047314700025,5303.96150195227,5228.034587457442,410.417757029514,4115.976899738858,7622.91673183255
Tri454,5070.219213743844,1778.210997696569,2703.0430332969927,6012.155661739131,1353.2586065450741,7956.69292744801,3981.2130014569307,2200.865341079598,153.79675747648946,1569.9786376296947,2887.4325689664,10625.993927001213,2657.7824275249186,1650.633663972054,8459.71190332368,5182.122714822659,1397.393448953304,4045.812432713169,2060.852050850197,5475.143298913589
Tri455,3118.4773130879703,1886.2795860787248,1135.6364102766029,3852.4819071591464,2943.4848312154395,5576.045325947377,548.5829279110268,1084.7147905986096,732.1940380920279,5957.864004145033,3651.34002588498,2309.1638947372676,4526.877215253758,3069.504926247151,2229.8336305363196,8598.282061971062,1956.9127600700056,3798.703223260667,1299.8664399351433,5160.410088726284
Tri456,2799.9435535993325,2686.017534404437,3649.4090066969316,5308.063866876177,1257.7998952266003,15477.479941477113,3156.320192913616,3536.2361542247163,1077.085261575288,7998.255654477269,5678.100100063027,56789.0,5945.819758999724,2631.9106474630435,6917.520922879806,7496.138705301557,971.1361157499339,1160.8912148299726,2197.4358687864537,5347.30854453673
Tri457,4312.182124577706,577.0728694898146,2633.254571217063,6428.85943450072,4677.185208264002,9146.279997213862,2653.063237026153,553.9967616226327,1027.923823011859,4894.294782212224,732.1905855967443,8465.57599517937,4281.527713088629,2216.855150093851,3958.8490679178203,4056.5605504533833,1225.6778381271683,2593.5496643333895,3453.993084809795,2139.7934742238126
Tri458,1219.5357569337348,2051.155339970457,4600.6778954922165,3950.3820428636795,1850.231277070085,5227.4342667620695,1182.182072072533,2564.8536226762203,1077.989195581706,4231.25690445626,1424.154585600273,3518.6703443614947,1706.2826465446922,2510.9936286626476,3472.382629531069,5112.46968564645,5392.5277180616085,1649.5429121814018,97.2386975970323,2793.959735269927
Tri459,3340.978568652373,1514.959881744083,1056.197614875885,1237.9233724225971,2516.6928522674884,3756.7507378661176,3203.671722162137,8559.389518769198,1710.2789662435498,5825.74000127809,3344.126291929364,4757.322366539201,3335.6260621579786,2575.3848370998467,8336.130684928292,2657.5004679579474,2565.445705068818,3891.779452215321,1675.7721578554479,7479.528958952219
Tri460,4644.337464411532,3998.08230582874,318.3349514548698,9007.684758713223,597.2082295464672,8230.284609594119,3240.174856878408,2015.8863309104759,2958.088616184164,5591.248551705238,3818.8546654989004,5241.842952569114,1634.5076020752986,2034.008837006538,5846.908623008194,2986.6697254612905,4026.438733111538,2287.7983565577397,2398.3635589726778,1877.8135416809139
Tri461,2432.4105458696927,3744.157204954241,2520.3366566993745,4440.485899877201,415.1379287659963,5089.979978132185,3477.7354938759763,3980.1099405998993,1644.5309253312612,8513.410003788502,1383.4454640888125,2447.3818910588316,4335.987607626501,3926.221821722956,7271.123856269113,1393.1057666105553,1621.7983718685857,1954.853411286572,1711.2164041037754,2071.661467992388
Tri462,3808.793900346099,1521.551551597847,2762.7889707252557,5572.660190277579,3538.2014409255785,3986.22714869673,3568.685799731233,3342.2035846322638,2741.7950181832307,2853.929637820679,4231.488298892579,4484.110329733366,3254.086715014964,536.7099798869892,3838.984554197682,3745.593455906932,1417.2911856099531,4790.032868735268,2377.060978476417,6607.25726128982
Tri463,1772.9146927910685,5508.712578624221,768.91050077681,1934.5120836388035,117.62404452081321,4458.220951334522,2490.914891396791,4436.833201985135,1147.7947768911201,1136.5843216037972,3664.477380654884,1516.41229983377,3051.604654692338,2345.9574823827747,6616.6346740138415,4442.986903310938,1604.7531325914094,863.8559977690138,3380.5188382481965,2371.416530897795
Tri464,3913.0158056156974,2905.9451615357066,601.2431038454699,6052.625627964727,3348.886494518511,6557.601779300669,3473.7409177853033,2298.7357573105555,1662.3616231303502,2731.2295355038677,5815.881139150713,3449.1307366290657,3809.8472390579063,3436.2452882802754,3214.972194752022,5977.507275306783,1792.3693719789308,3691.005456130842,3508.9739179385692,6650.258016163402
Tri465,1061.6657892839137,5494.571588781885,3251.81838028697,1812.509061624982,2363.7439946963123,2396.518533650574,3070.4414855052596,2164.5617381517654,2560.9238698981835,2726.6032020323687,3116.606896820219,6144.29008887079,261.89167970055826,4557.594564126739,7623.6044147706125,7490.294602589149,2849.3217906521313,2995.692386958205,1493.2736080783693,3414.1746947373713
Tri466,1694.2064539449193,2447.2293340847837,3443.2301999615493,1417.127154000792,2773.6274824140487,3186.4804082975324,2161.69468288555,1543.4758075153138,1763.7525770117786,3962.458128626321,3167.1949163758645,8556.559977419023,1602.5896050141419,4306.903094207454,6979.923888056042,4703.986358816654,1645.3436890742742,1911.5059136290195,2969.147575896992,1405.7339635834896
Tri467,5537.955962199307,1004.939992209998,2732.3406886858356,3484.6536078163426,922.4630283072827,4458.134211207919,1445.6960332702818,1824.2469869109646,2239.44950171492,,2234.343885616983,8563.95317926478,3023.839585017039,2045.4224310056713,5653.960987184233,4837.7919922326455,5565.878854156896,1455.7173940099192,3747.5513773873035,6050.6429830649795
Tri468,3273.957712287322,3403.503005810969,2087.246894655739,3437.014911395403,1210.9423241280188,2955.4337621816685,161.90296788537395,3795.9027687954913,1449.0666830451707,2589.606990924725,3950.50929353687,4342.879872180488,1846.899265192192,3452.3467163873584,4117.216208912001,3517.3575429044668,4063.2947464405847,3710.904299475242,1090.399760818392,4162.713071035595
Tri469,3502.2016580741824,3014.543093957778,415.3397654415077,3985.7181386909538,3148.4854829975893,3339.556077159852,97.46976652785533,2807.9686063082154,3420.251266166409,3617.7529405626406,2993.7544609530855,3551.2705735325435,1277.5633765443724,3855.5068800549457,2343.9798094745274,2436.7975224869615,437.6288628184328,4714.056679750323,2887.1248568386623,4185.456958855712
Tri470,3006.3658206507903,1507.8992553531823,1357.4975876476362,4286.993681667624,954.4398074808739,1808.5364929870207,5938.950924215081,4535.190982028135,3378.052262773686,3278.567589062719,3581.304286398333,6967.145894934905,2845.6741945182507,295.164846143656,6183.279718009378,4358.422163444379,1099.0725946566615,601.9196104488793,1256.5468847360526,7169.175858287776
Tri471,3158.1150309774307,1948.1418334569078,1926.9722890371993,3949.242189061851,1732.7804350313372,4678.647420752308,2002.630236092886,3617.7755435667095,88.81922485626659,4849.41115683924,5996.951648155191,2320.622217438788,4889.660762013127,2770.370167480742,1773.2051290423701,6728.005824443946,300.9932427079106,3202.6993351821757,1989.3712390905716,782.8328664353237
Tri472,4237.917823730552,2331.3970835052496,1180.1900917367796,2704.207419499446,131.1334033221072,4105.10277902775,1740.2432498307242,1411.013616542594,1344.5643624386598,3317.0365542314194,3178.022245839508,3008.9738502612645,1815.2975286129592,2165.272432712994,3638.1760397255903,3871.685064109843,1928.0543454179942,3215.991303505934,1027.392602551041,6779.303692033423
Tri473,2669.4995005129936,2104.6749601003035,3934.618426197956,2097.8436053815376,1045.397480295216,3963.880520521987,726.4168627589835,3104.707853269506,1194.7948308334214,4809.2664982560445,4930.0353107182855,3965.340221939613,1139.181997372734,2045.525115420208,2070.9837100347795,7661.9684007568385,312.6899260967093,3765.1821332944137,2704.034168449671,8561.347174938279
Tri474,2469.6690538495955,4650.394804190307,3142.920999674718,2307.662825501214,4035.288673596595,6497.223904175175,3082.271160654288,3914.884912182186,1954.9246241713693,6269.428000277203,6569.068705892883,2495.738976880075,2521.7492856102876,4802.795342902365,1800.5145232191521,2968.7981228832996,2547.624368070118,4914.537810342251,1535.1907122477676,2071.101712055761
Tri475,1618.6047268247753,1823.418081319388,1406.6966294541821,2963.208255944259,3828.9507409532016,4805.8816110733505,2834.8082858181824,1336.0677743956999,1475.5999092232018,1116.8586886641347,1794.1773887732597,2049.531007539882,2896.590764566985,3259.3798798102334,6520.0259340596585,7849.841675499579,2982.0097281261633,3798.375608085035,2206.9103478607576,2526.1236754213865
Tri476,7503.939846461521,3008.7776685720237,3857.1280711123804,1800.7147171890297,3534.962246318995,3824.339552285714,3128.8959650400975,1773.7440883004606,48.51892076819397,2256.4414518826525,2455.1341915422595,3078.5031363365542,2271.0313292447327,1411.455604299539,3368.958551368801,5065.456360154374,1906.8323826605852,3273.2141778657224,259.3246191919103,1922.3092153513378
Tri477,2507.3380455879997,3674.6066592185266,1287.695248954953,3378.4065679934133,1590.7639694115262,3298.6048917439643,1530.8402064667869,89.50582336686352,1522.003385822321,6564.810390091214,5017.495840632955,2313.999309511709,2467.6818105824805,2112.154509381597,4269.704860428293,4482.970868604037,2150.3993647141083,1400.8624589813126,4237.103937197181,9226.0762436827
Tri478,1486.2911001661396,6797.694926618817,3568.51709359936,2321.5413536737515,1384.36891647105,5336.620600042993,1022.7298014425808,1964.9384087662709,1605.0417154125944,5040.422847004301,2012.8147021482405,624.43540145346,3319.8215593491145,3610.079942028942,4984.503815184196,5778.537431727371,2264.4904486349074,1656.5014723871834,2967.324316811594,4562.906291320319
Tri479,3516.5811424323833,3587.1368344102893,610.5372617934634,2880.2309762149453,1687.3688776520214,5545.618471310819,7087.049073916755,2639.1599351657323,1167.5777123699743,3709.1035765080255,4195.90144257716,2089.933457579107,2973.3216451605304,614.565737945827,1544.898505168504,5603.227244921445,1049.052684940405,2437.077989476049,1085.4996678680125,6537.417514853652
Tri480,3512.1233014615827,3683.785159454023,2821.9904668988625,1033.6317011792216,7286.795764901045,4305.794169792939,5891.712906095886,5724.629936535944,1909.3719640978888,4338.791108829096,3598.559079769459,4924.002955451079,2985.204876888292,4204.688274218321,6167.193959193007,4729.329209656393,263.34671303803947,1298.9038049510696,2407.3534088444076,8919.078884464032
Tri481,2724.691067635386,2626.0490372460704,3176.4987275118674,4923.930624815756,3207.2607807447334,2668.9233069158813,153.81549006083705,6461.787462184442,1439.086824297426,4131.993572450681,1714.2963794763905,4815.8570185056205,1453.7346522729,3329.9442274435123,9512.030780978184,2360.7272885277557,2175.0990117225797,2083.812540664403,2582.7228431893013,7556.388699267963
Tri482,3500.0060260757064,4146.070313633526,3609.9365653301265,2484.349471057675,1209.8862456699253,2202.6913238437583,3185.0818490355173,4020.3901480630198,586.8120794022899,4764.501090265838,153.94097677444296,2690.9916945553477,5796.861785947392,894.592603009929,3420.7050630194108,5398.890774439222,1388.941256909003,419.66071210933933,1223.1502027697738,1161.917355796219
Tri483,1316.2147097778682,1203.3374025835255,2794.1561708015697,2876.466720674658,828.4036041472564,6741.011160142187,3566.997740381737,2494.996804157335,1876.9833331074597,2225.842956157728,1972.3952989780948,1609.413794345268,3677.831856597859,1419.9670444830344,2027.9765970469957,2255.724023655037,1267.429649815849,1016.7696832869356,449.6187175189972,3869.911246745229
Tri484,2834.148350349559,2004.8470968631502,1437.7436459675798,6618.222316637837,1997.3004692271365,5617.449104888782,4929.329325685417,4682.684005953832,708.6545861241774,4649.279186693184,4502.379457753209,4970.217589821913,2029.2972421865647,2961.9569544289675,2154.444989652533,5402.556791491816,2999.634494722543,4057.269768869375,4180.748792357461,5004.554620914721
Tri485,1985.3820685210185,4149.93549631669,2797.7925567993825,2692.92885322021,1180.1252468761923,2039.1481876269904,1405.5148448678208,3323.4000415734545,2319.7005378117865,5542.15948336326,3244.5794027781276,5509.3297853230915,2554.1515207125426,1682.3995545901828,2977.2245213189162,5772.363998756709,3067.1539124612514,2742.220133798567,167.4148018315147,6505.115492604505
Tri486,4502.7575255615175,2597.154542463802,1635.252072204828,2494.0959377888216,2707.609094441162,2756.059423034893,957.469400494781,1919.6853584287007,1237.2213377905846,3143.268324955069,4212.708567435042,3170.8254940629586,3531.1131087416534,4661.897610088425,3966.0532344593853,2195.6995072067198,1877.469019051477,1058.6231168458987,3141.7261424642647,8131.0596376486255
Tri487,4214.910100496349,3533.1016392246447,683.5141626778131,3795.5805499248027,5706.6791008867085,4054.7113417272244,1269.7534449441173,1837.9388776159935,3095.412128486422,2780.9787583348557,2927.85245441108,4332.12055010637,1120.3356934775418,6719.322974767645,2366.006152624339,3299.6225618654867,4058.7923295256596,2112.6887359827997,1086.7847861723453,7839.962870982822
Tri488,1554.3955166544029,2162.9298397764874,1086.4665764941362,6623.759722595518,3982.9080693612423,4917.6800496727,919.9137863036237,2805.855207558561,3524.526654615804,3346.72652943961,1466.7135652060333,5428.749744531569,2871.6699920062333,4546.432962035723,4946.563301070651,3694.8395943018404,5245.348027754803,2325.5581209609027,303.25736051831774,7721.017127959066
Tri489,6228.667138800468,1563.893678349853,308.54511688918774,1322.8764746435165,2982.1730008053,4291.933605555605,6413.653995522114,3964.552391703184,846.0576402083515,6930.590503997872,2020.8454929613667,6468.430880381089,2256.239691680356,3285.4645539508956,2566.0693882467035,3294.0015371162162,2451.0298674996643,2396.401900693468,1569.2638500715138,6101.23237820302
Tri490,557.2680908754198,1670.509162342105,94.56286467628661,2810.0655943770657,1769.8031201443011,1242.266936075906,1115.9459890056055,4360.9508544744085,798.5327530897392,7563.090571621126,3236.2737811312927,2274.6319577274407,2106.4133752225284,1709.323066051475,5761.406001032836,3664.476032877881,2314.345565917085,1763.5613231934694,3975.2915374136755,8329.94825660489
Tri491,6655.030887648652,2907.927240480576,637.7337615040041,5346.740900732727,1194.6172596223628,5719.488715959979,5979.3280284028315,4034.8046678272704,1774.2877650034252,3644.6883655723236,4539.5331851137835,6631.715225452753,1860.7726738303838,1049.1458282518406,3846.354096443594,4256.868415399242,1597.7289857956923,162.31004271834715,2029.774284546745,4291.242752976501
Tri492,4113.278797423204,2996.1400938592483,616.3784981624503,5811.744342411108,2353.8142111897623,5969.477791246879,2422.0474758121773,1816.367879025965,2777.293352157638,3709.0088579394856,6106.4965116442245,3596.989606267987,89.54948386752038,644.029641746132,6131.447088033971,3544.138253455364,2189.0050080868796,1733.9836815642911,2466.0582152718816,2400.4355056483973
Tri493,2338.8942678884523,3238.6311314428804,1776.5763295561037,1266.6069937371683,1345.3499509244446,2610.5418810621295,3266.6440770989448,3651.1896748198387,632.4497177729106,4844.325814285647,8984.834720392764,5478.064141803025,1027.040355715965,2313.1927863558476,2743.607608424669,6955.2590848754735,2916.203829252285,1661.5009280033423,2745.391427482314,3435.5124172114038
